Title,Rating,M.R.P(₹),Price(₹),Discount,URL
"Corsair K70 RGB PRO Wired Mechanical Gaming Keyboard (Cherry MX RGB Red Switches: Linear and Fast, 8,000Hz Hyper-Polling, PBT Double-Shot PRO Keycaps, Soft-Touch Palm Rest) QWERTY, NA - Black",4.4 out of 5 stars,"22,200","14,897
.",33 %,https://www.amazon.in/Corsair-Mechanical-Gaming-Keyboard-Switches/dp/B09NCMHTSB/ref=sr_1_90?dib=eyJ2IjoiMSJ9.WfIj5hHri2hqBqn-tm7GfUlncTY6bL9LXo-DGpzcBe8SI-DfpIIBCwZbSQP64XmhpCUriVbVJ8Bk3UIQZvq8ANzhqUzhw2XlRqWLJu4xXnMU9lDXUDj3I3aFoQkVHsg2p8crB8UIdKDSRDsuSggqR-CJ0dt4tnof596Hja8tqPv0uMzMfWSoosWqUbhW3b5ImpEjSqFnt51i5avXiHBxfyMzQ1WzpJyRxQFNaZTPwR0.WJ3c5OUqn8b-r-7zB9yDg1JbR6b337dAt9tl2KECOLo&dib_tag=se&keywords=mechanical+keyboard&qid=1763010465&sr=8-90
"Portronics Hydra 10 Mechanical Wireless Gaming Keyboard with Bluetooth 5.3 + 2.4 GHz, RGB Lights 16.8 Million Colors, Type C Charging, Compatible with PCs, Smartphones and Tablets(Blue)",4.1 out of 5 stars,"9,999","2,499",75 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDY1ODg1Nzk3MDY2MDI1OjE3NjMwMTA0NjU6c3BfbXRmOjMwMDc5NzUzMDk0MjAzMjo6MDo6&url=%2FPortronics-Mechanical-Bluetooth-Compatible-Smartphones%2Fdp%2FB0C7R38H41%2Fref%3Dsr_1_91_sspa%3Fdib%3DeyJ2IjoiMSJ9.WfIj5hHri2hqBqn-tm7GfUlncTY6bL9LXo-DGpzcBe8SI-DfpIIBCwZbSQP64XmhpCUriVbVJ8Bk3UIQZvq8ANzhqUzhw2XlRqWLJu4xXnMU9lDXUDj3I3aFoQkVHsg2p8crB8UIdKDSRDsuSggqR-CJ0dt4tnof596Hja8tqPv0uMzMfWSoosWqUbhW3b5ImpEjSqFnt51i5avXiHBxfyMzQ1WzpJyRxQFNaZTPwR0.WJ3c5OUqn8b-r-7zB9yDg1JbR6b337dAt9tl2KECOLo%26dib_tag%3Dse%26keywords%3Dmechanical%2Bkeyboard%26qid%3D1763010465%26sr%3D8-91-spons%26aref%3DDpD8ZjUR0z%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=DpD8ZjUR0z&sp_cr=ZAZ
"AULA F3287 TKL Tenkeyless Mechanical Wired USB Gaming Keyboard | 8 Different Pre-Set Game Modes Without Numlock Keys (Grey, White)",4.2 out of 5 stars,"6,999","1,899",73 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDY1ODg1Nzk3MDY2MDI1OjE3NjMwMTA0NjU6c3BfbXRmOjMwMDcyNjkyNTExMTAzMjo6MDo6&url=%2FAULA-F3287-Mechanical-Gaming-Keyboard%2Fdp%2FB0BVFTLH8Q%2Fref%3Dsr_1_92_sspa%3Fdib%3DeyJ2IjoiMSJ9.WfIj5hHri2hqBqn-tm7GfUlncTY6bL9LXo-DGpzcBe8SI-DfpIIBCwZbSQP64XmhpCUriVbVJ8Bk3UIQZvq8ANzhqUzhw2XlRqWLJu4xXnMU9lDXUDj3I3aFoQkVHsg2p8crB8UIdKDSRDsuSggqR-CJ0dt4tnof596Hja8tqPv0uMzMfWSoosWqUbhW3b5ImpEjSqFnt51i5avXiHBxfyMzQ1WzpJyRxQFNaZTPwR0.WJ3c5OUqn8b-r-7zB9yDg1JbR6b337dAt9tl2KECOLo%26dib_tag%3Dse%26keywords%3Dmechanical%2Bkeyboard%26qid%3D1763010465%26sr%3D8-92-spons%26aref%3DgfpSjG4lMi%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=gfpSjG4lMi&sp_cr=ZAZ
"Keychron Q6 Max QMK/VIA Bluetooth Wireless /2.4 GHz/USB-C Wired Custom Mechanical Keyboard, Full Size Programmable Knob RGB Backlit Hot-Swappable Gateron Banana Switch for Mac Windows Linux - Black",4.1 out of 5 stars,"91,061","66,061",27 %,https://www.amazon.in/Keychron-Bluetooth-Mechanical-Programmable-Hot-Swappable/dp/B0CSY61S65/ref=sr_1_93?dib=eyJ2IjoiMSJ9.WfIj5hHri2hqBqn-tm7GfUlncTY6bL9LXo-DGpzcBe8SI-DfpIIBCwZbSQP64XmhpCUriVbVJ8Bk3UIQZvq8ANzhqUzhw2XlRqWLJu4xXnMU9lDXUDj3I3aFoQkVHsg2p8crB8UIdKDSRDsuSggqR-CJ0dt4tnof596Hja8tqPv0uMzMfWSoosWqUbhW3b5ImpEjSqFnt51i5avXiHBxfyMzQ1WzpJyRxQFNaZTPwR0.WJ3c5OUqn8b-r-7zB9yDg1JbR6b337dAt9tl2KECOLo&dib_tag=se&keywords=mechanical+keyboard&qid=1763010465&sr=8-93
"Keychron Q6 Max QMK/LUANCHER Wireless Bluetooth/2.4GHz/USB-C Wired Custom Mechanical Keyboard, Full Size Programmable Knob RGB Backlit Hot-Swappable Gateron Banana Switch for Mac Windows Linux - Black",4.2 out of 5 stars,"78,768","58,768",25 %,https://www.amazon.in/Keychron-Q6-Max-Programmable-Hot-Swappable/dp/B0CSXY433B/ref=sr_1_94?dib=eyJ2IjoiMSJ9.WfIj5hHri2hqBqn-tm7GfUlncTY6bL9LXo-DGpzcBe8SI-DfpIIBCwZbSQP64XmhpCUriVbVJ8Bk3UIQZvq8ANzhqUzhw2XlRqWLJu4xXnMU9lDXUDj3I3aFoQkVHsg2p8crB8UIdKDSRDsuSggqR-CJ0dt4tnof596Hja8tqPv0uMzMfWSoosWqUbhW3b5ImpEjSqFnt51i5avXiHBxfyMzQ1WzpJyRxQFNaZTPwR0.WJ3c5OUqn8b-r-7zB9yDg1JbR6b337dAt9tl2KECOLo&dib_tag=se&keywords=mechanical+keyboard&qid=1763010465&sr=8-94
"Redragon Kumara K552-RGB LED Backlit USB Mechanical Gaming Keyboard Without Numlock Keys, Black",4.4 out of 5 stars,"4,490","2,999",33 %,https://www.amazon.in/Redragon-K552-RGB-Backlit-Mechanical-Keyboard/dp/B019O9BLVY/ref=sr_1_95?dib=eyJ2IjoiMSJ9.WfIj5hHri2hqBqn-tm7GfUlncTY6bL9LXo-DGpzcBe8SI-DfpIIBCwZbSQP64XmhpCUriVbVJ8Bk3UIQZvq8ANzhqUzhw2XlRqWLJu4xXnMU9lDXUDj3I3aFoQkVHsg2p8crB8UIdKDSRDsuSggqR-CJ0dt4tnof596Hja8tqPv0uMzMfWSoosWqUbhW3b5ImpEjSqFnt51i5avXiHBxfyMzQ1WzpJyRxQFNaZTPwR0.WJ3c5OUqn8b-r-7zB9yDg1JbR6b337dAt9tl2KECOLo&dib_tag=se&keywords=mechanical+keyboard&qid=1763010465&sr=8-95
"daWg Highkey 373, Anti-Ghosting Wired Mechanical 80% Keyboard, White Backlit LED, daWg Glacier Tactile Switches, 85 Double-Shot PBT Keycaps, 1000Hz Polling Rate, Volume Knob, 1.8m Braided Cable",4.4 out of 5 stars,"4,999","2,499",50 %,https://www.amazon.in/daWg-Anti-Ghosting-Mechanical-Keyboard-Double-Shot/dp/B0FLD19PQ5/ref=sr_1_96?dib=eyJ2IjoiMSJ9.WfIj5hHri2hqBqn-tm7GfUlncTY6bL9LXo-DGpzcBe8SI-DfpIIBCwZbSQP64XmhpCUriVbVJ8Bk3UIQZvq8ANzhqUzhw2XlRqWLJu4xXnMU9lDXUDj3I3aFoQkVHsg2p8crB8UIdKDSRDsuSggqR-CJ0dt4tnof596Hja8tqPv0uMzMfWSoosWqUbhW3b5ImpEjSqFnt51i5avXiHBxfyMzQ1WzpJyRxQFNaZTPwR0.WJ3c5OUqn8b-r-7zB9yDg1JbR6b337dAt9tl2KECOLo&dib_tag=se&keywords=mechanical+keyboard&qid=1763010465&sr=8-96
"Chilkey ND TKL Aluminum Mechanical Keyboard, 87 Keys Tenkeyless Wireless Gaming Keyboard, Tri-Mode BT5.3/2.4GHz/USB-C PBT Keycaps Hot Swappable Custom Keyboard for Windows Laptop Office PC",4.0 out of 5 stars,"43,853","31,853",27 %,https://www.amazon.in/OOCTPK-Aluminum-Mechanical-Tenkeyless-Swappable/dp/B0DNMPFD7P/ref=sr_1_97?dib=eyJ2IjoiMSJ9.WfIj5hHri2hqBqn-tm7GfUlncTY6bL9LXo-DGpzcBe8SI-DfpIIBCwZbSQP64XmhpCUriVbVJ8Bk3UIQZvq8ANzhqUzhw2XlRqWLJu4xXnMU9lDXUDj3I3aFoQkVHsg2p8crB8UIdKDSRDsuSggqR-CJ0dt4tnof596Hja8tqPv0uMzMfWSoosWqUbhW3b5ImpEjSqFnt51i5avXiHBxfyMzQ1WzpJyRxQFNaZTPwR0.WJ3c5OUqn8b-r-7zB9yDg1JbR6b337dAt9tl2KECOLo&dib_tag=se&keywords=mechanical+keyboard&qid=1763010465&sr=8-97
"Redragon K530 Draconic 60% Compact Rgb Wireless Mechanical Keyboard,61 Keys Tkl Designed 5.0 Bluetooth Gaming Keyboard With Brown Switches And 16.8 Million Rgb Lighting For Pc,Laptop,Cell Phone(White)",4.3 out of 5 stars,,"12,457",0 %,https://www.amazon.in/Redragon-Draconic-Wireless-Mechanical-Bluetooth/dp/B086DQP567/ref=sr_1_98?dib=eyJ2IjoiMSJ9.WfIj5hHri2hqBqn-tm7GfUlncTY6bL9LXo-DGpzcBe8SI-DfpIIBCwZbSQP64XmhpCUriVbVJ8Bk3UIQZvq8ANzhqUzhw2XlRqWLJu4xXnMU9lDXUDj3I3aFoQkVHsg2p8crB8UIdKDSRDsuSggqR-CJ0dt4tnof596Hja8tqPv0uMzMfWSoosWqUbhW3b5ImpEjSqFnt51i5avXiHBxfyMzQ1WzpJyRxQFNaZTPwR0.WJ3c5OUqn8b-r-7zB9yDg1JbR6b337dAt9tl2KECOLo&dib_tag=se&keywords=mechanical+keyboard&qid=1763010465&sr=8-98
FRONTECH KB-0008P Dragon Fox Rainbow Backlit Gaming Keyboard | 35 Anti-Ghosting & Mechanical Keys | USB Wired Compact Keyboard for PC & Laptop | Windows Compatible | Plug & Play,3.5 out of 5 stars,999,669,33 %,https://www.amazon.in/FRONTECH-KB-0008P-Anti-Ghosting-Mechanical-Compatible/dp/B0FDL2DD2S/ref=sr_1_99?dib=eyJ2IjoiMSJ9.WfIj5hHri2hqBqn-tm7GfUlncTY6bL9LXo-DGpzcBe8SI-DfpIIBCwZbSQP64XmhpCUriVbVJ8Bk3UIQZvq8ANzhqUzhw2XlRqWLJu4xXnMU9lDXUDj3I3aFoQkVHsg2p8crB8UIdKDSRDsuSggqR-CJ0dt4tnof596Hja8tqPv0uMzMfWSoosWqUbhW3b5ImpEjSqFnt51i5avXiHBxfyMzQ1WzpJyRxQFNaZTPwR0.WJ3c5OUqn8b-r-7zB9yDg1JbR6b337dAt9tl2KECOLo&dib_tag=se&keywords=mechanical+keyboard&qid=1763010465&sr=8-99
"Chilkey ND75 LP Low Profile Aluminum Mechanical Keyboard, 75 Percent Wireless Gaming Keyboard w/Screen, Tri-Mode, Quick Disassembly, RGB Backlit Keyboard for Laptop Office PC (Blue)",4.4 out of 5 stars,"35,606","28,426",20 %,https://www.amazon.in/Aluminum-Mechanical-Keyboard-Wireless-Disassembly/dp/B0DLWKW5GB/ref=sr_1_100?dib=eyJ2IjoiMSJ9.WfIj5hHri2hqBqn-tm7GfUlncTY6bL9LXo-DGpzcBe8SI-DfpIIBCwZbSQP64XmhpCUriVbVJ8Bk3UIQZvq8ANzhqUzhw2XlRqWLJu4xXnMU9lDXUDj3I3aFoQkVHsg2p8crB8UIdKDSRDsuSggqR-CJ0dt4tnof596Hja8tqPv0uMzMfWSoosWqUbhW3b5ImpEjSqFnt51i5avXiHBxfyMzQ1WzpJyRxQFNaZTPwR0.WJ3c5OUqn8b-r-7zB9yDg1JbR6b337dAt9tl2KECOLo&dib_tag=se&keywords=mechanical+keyboard&qid=1763010465&sr=8-100
"ZEBRONICS Zeb-MAX NINJA 61 keys wireless mechanical keyboard with 3 Bluetooth connections, 2.4GHz Nano receiver, Type C wired mode, RGB backlit, built-in rechargeable battery and N-key rollover(White)",4.1 out of 5 stars,"8,999","2,999",67 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDY1ODg1Nzk3MDY2MDI1OjE3NjMwMTA0NjU6c3BfYnRmOjIwMDU1NzQ1NjcwNjk4OjowOjo&url=%2FZEBRONICS-mechanical-Bluetooth-connections-rechargeable%2Fdp%2FB09NFP1GGX%2Fref%3Dsr_1_101_sspa%3Fdib%3DeyJ2IjoiMSJ9.WfIj5hHri2hqBqn-tm7GfUlncTY6bL9LXo-DGpzcBe8SI-DfpIIBCwZbSQP64XmhpCUriVbVJ8Bk3UIQZvq8ANzhqUzhw2XlRqWLJu4xXnMU9lDXUDj3I3aFoQkVHsg2p8crB8UIdKDSRDsuSggqR-CJ0dt4tnof596Hja8tqPv0uMzMfWSoosWqUbhW3b5ImpEjSqFnt51i5avXiHBxfyMzQ1WzpJyRxQFNaZTPwR0.WJ3c5OUqn8b-r-7zB9yDg1JbR6b337dAt9tl2KECOLo%26dib_tag%3Dse%26keywords%3Dmechanical%2Bkeyboard%26qid%3D1763010465%26sr%3D8-101-spons%26aref%3D1NBRTBuaeB%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=1NBRTBuaeB&sp_cr=ZAZ
"Redragon K630 Dragonborn 60% Wired Pink Single Lighting Gaming Keyboard, 61 Keys Compact Mechanical Keyboard with Brown Switch, Pro Driver Support, Black",4.3 out of 5 stars,"2,490","1,990",20 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDY1ODg1Nzk3MDY2MDI1OjE3NjMwMTA0NjU6c3BfYnRmOjMwMDYxNjE2MjY2NTMzMjo6MDo6&url=%2FRedragon-K630-Dragonborn-Lighting-Mechanical%2Fdp%2FB092HXGKV4%2Fref%3Dsr_1_102_sspa%3Fdib%3DeyJ2IjoiMSJ9.WfIj5hHri2hqBqn-tm7GfUlncTY6bL9LXo-DGpzcBe8SI-DfpIIBCwZbSQP64XmhpCUriVbVJ8Bk3UIQZvq8ANzhqUzhw2XlRqWLJu4xXnMU9lDXUDj3I3aFoQkVHsg2p8crB8UIdKDSRDsuSggqR-CJ0dt4tnof596Hja8tqPv0uMzMfWSoosWqUbhW3b5ImpEjSqFnt51i5avXiHBxfyMzQ1WzpJyRxQFNaZTPwR0.WJ3c5OUqn8b-r-7zB9yDg1JbR6b337dAt9tl2KECOLo%26dib_tag%3Dse%26keywords%3Dmechanical%2Bkeyboard%26qid%3D1763010465%26sr%3D8-102-spons%26aref%3DjQ6oTOdujL%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=jQ6oTOdujL&sp_cr=ZAZ
"EvoFox Ronin Wired Mechanical Gaming Keyboard | 9 Layer Gasket Sound Dampening Design, Outemu Red Silent Switches, Hot Swappable, Per-Key RGB, nKey Rollover, Volume Knob | Windows Software (White)",4.4 out of 5 stars,"3,999","2,899",28 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTM0Mjk4OTUxOTc3NjY3OjE3NjMwMTA0NzE6c3BfYXRmX25leHQ6MzAwNzI2ODU5MjgwNzMyOjowOjo&url=%2FEvoFox-Wired-Mechanical-Dampening-Swappable%2Fdp%2FB0F66GZ58Z%2Fref%3Dsr_1_97_sspa%3Fdib%3DeyJ2IjoiMSJ9.6ZjmkuYgMl0bfs6DyZxFdCI1DwgIwHpmX29igjlBlWK1SRtbuYEQBMdaHBJAdMr-sRLEu-LyAfabfHk2DFNbzro52c3Q1knb8xYKSj9qZ3lEX2bI8807mgfCt52Q_z_MNYv0xcziVASx3aUJCvCF24A-0RPGnW1tgweEU6PWJqvzchjetb31kJyC6MzG04jrXGeRDEB5XsPOll-nK_mBiFCkSs5U0rWJHm2F2Q0sbLc.MPHtBPAGs8rfaJLepTD1hv4Vu-5GXXCGnoTZt9TiVcY%26dib_tag%3Dse%26keywords%3Dmechanical%2Bkeyboard%26qid%3D1763010471%26sr%3D8-97-spons%26aref%3Djx4UOFqPVu%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=jx4UOFqPVu&sp_cr=ZAZ
"Zebronics Nitro Plus Mechanical Keyboard, 104 Keys, Clicky Blue Switches, Integrated Multimedia Keys, Multicolor LED, Windows Lock Function, 1.5m Durable Cable (Black)",4.1 out of 5 stars,"2,999","1,676",44 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTM0Mjk4OTUxOTc3NjY3OjE3NjMwMTA0NzE6c3BfYXRmX25leHQ6MzAwNDI0MzAzNjU0MDMyOjowOjo&url=%2FZEBRONICS-Nitro-Plus-Mechanical-Integrated%2Fdp%2FB0DNFXZH25%2Fref%3Dsr_1_98_sspa%3Fdib%3DeyJ2IjoiMSJ9.6ZjmkuYgMl0bfs6DyZxFdCI1DwgIwHpmX29igjlBlWK1SRtbuYEQBMdaHBJAdMr-sRLEu-LyAfabfHk2DFNbzro52c3Q1knb8xYKSj9qZ3lEX2bI8807mgfCt52Q_z_MNYv0xcziVASx3aUJCvCF24A-0RPGnW1tgweEU6PWJqvzchjetb31kJyC6MzG04jrXGeRDEB5XsPOll-nK_mBiFCkSs5U0rWJHm2F2Q0sbLc.MPHtBPAGs8rfaJLepTD1hv4Vu-5GXXCGnoTZt9TiVcY%26dib_tag%3Dse%26keywords%3Dmechanical%2Bkeyboard%26qid%3D1763010471%26sr%3D8-98-spons%26aref%3Dfm7pB13RMW%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=fm7pB13RMW&sp_cr=ZAZ
KEEBMONKEY WOBKEY Crush 80 Reboot CNC Aluminum 5-Second Quick-Release Triple-Mode Connectivity Mechanical Keyboard with Superior Acoustics (Lite Black),4.6 out of 5 stars,"60,214","45,214",25 %,https://www.amazon.in/KEEBMONKEY-Quick-Release-Connectivity-Lite-Black/dp/B0DJ78HRBJ/ref=sr_1_99?dib=eyJ2IjoiMSJ9.6ZjmkuYgMl0bfs6DyZxFdCI1DwgIwHpmX29igjlBlWK1SRtbuYEQBMdaHBJAdMr-sRLEu-LyAfabfHk2DFNbzro52c3Q1knb8xYKSj9qZ3lEX2bI8807mgfCt52Q_z_MNYv0xcziVASx3aUJCvCF24A-0RPGnW1tgweEU6PWJqvzchjetb31kJyC6MzG04jrXGeRDEB5XsPOll-nK_mBiFCkSs5U0rWJHm2F2Q0sbLc.MPHtBPAGs8rfaJLepTD1hv4Vu-5GXXCGnoTZt9TiVcY&dib_tag=se&keywords=mechanical+keyboard&qid=1763010471&sr=8-99
2 Key USB Wired Mechanical Gaming Keyboard Compatible with Gaming Volume Control Drawing White|Computers/Tablets & Networking|Keyboards Mice & Pointers|Keyboards & Keypads,No Rating Available,"2,599","1,083",58 %,https://www.amazon.in/MERISHOPP-Mechanical-Keyboard-Compatible-Control/dp/B0DG2S4YXM/ref=sr_1_100?dib=eyJ2IjoiMSJ9.6ZjmkuYgMl0bfs6DyZxFdCI1DwgIwHpmX29igjlBlWK1SRtbuYEQBMdaHBJAdMr-sRLEu-LyAfabfHk2DFNbzro52c3Q1knb8xYKSj9qZ3lEX2bI8807mgfCt52Q_z_MNYv0xcziVASx3aUJCvCF24A-0RPGnW1tgweEU6PWJqvzchjetb31kJyC6MzG04jrXGeRDEB5XsPOll-nK_mBiFCkSs5U0rWJHm2F2Q0sbLc.MPHtBPAGs8rfaJLepTD1hv4Vu-5GXXCGnoTZt9TiVcY&dib_tag=se&keywords=mechanical+keyboard&qid=1763010471&sr=8-100
"Ant Esports Thunder 30 Wired Mechanical Gaming Keyboard Mouse Combo Ergonomic Full-Sized 25 Anti Ghosting Keys, 3600 DPI 7 Colour Mode Wired Gaming Mouse with Type C Cable for PC Laptop MAC_Red Switch",4.0 out of 5 stars,"4,999","1,799",64 %,https://www.amazon.in/Ant-Esports-Thunder-30-Mechanical/dp/B0DWRTWPLK/ref=sr_1_101?dib=eyJ2IjoiMSJ9.6ZjmkuYgMl0bfs6DyZxFdCI1DwgIwHpmX29igjlBlWK1SRtbuYEQBMdaHBJAdMr-sRLEu-LyAfabfHk2DFNbzro52c3Q1knb8xYKSj9qZ3lEX2bI8807mgfCt52Q_z_MNYv0xcziVASx3aUJCvCF24A-0RPGnW1tgweEU6PWJqvzchjetb31kJyC6MzG04jrXGeRDEB5XsPOll-nK_mBiFCkSs5U0rWJHm2F2Q0sbLc.MPHtBPAGs8rfaJLepTD1hv4Vu-5GXXCGnoTZt9TiVcY&dib_tag=se&keywords=mechanical+keyboard&qid=1763010471&sr=8-101
"Redragon K513 RGB Membrane Gaming Keyboard, Standard 104 Keys Linear Mechanical-Feel Keyboard w/ 5 Extra On-Board Macro G Keys, Dedicated Media Control, Solid Metal Top Case",4.1 out of 5 stars,"1,990","1,790",10 %,https://www.amazon.in/Redragon-K513-Membrane-Mechanical-Feel-Dedicated/dp/B0CB9SZ2DS/ref=sr_1_102?dib=eyJ2IjoiMSJ9.6ZjmkuYgMl0bfs6DyZxFdCI1DwgIwHpmX29igjlBlWK1SRtbuYEQBMdaHBJAdMr-sRLEu-LyAfabfHk2DFNbzro52c3Q1knb8xYKSj9qZ3lEX2bI8807mgfCt52Q_z_MNYv0xcziVASx3aUJCvCF24A-0RPGnW1tgweEU6PWJqvzchjetb31kJyC6MzG04jrXGeRDEB5XsPOll-nK_mBiFCkSs5U0rWJHm2F2Q0sbLc.MPHtBPAGs8rfaJLepTD1hv4Vu-5GXXCGnoTZt9TiVcY&dib_tag=se&keywords=mechanical+keyboard&qid=1763010471&sr=8-102
"Keychron Q1 Max QMK/VIA Custom Wireless Mechanical Keyboard Barebone Version, RGB Backlit Hot Swappable Full Metal 2.4GHz/Bluetooth/Type-C Gaming Keyboard with",4.7 out of 5 stars,"70,586","50,586",28 %,https://www.amazon.in/Keychron-Wireless-Mechanical-Swappable-Bluetooth/dp/B0CR1J6G7T/ref=sr_1_103?dib=eyJ2IjoiMSJ9.6ZjmkuYgMl0bfs6DyZxFdCI1DwgIwHpmX29igjlBlWK1SRtbuYEQBMdaHBJAdMr-sRLEu-LyAfabfHk2DFNbzro52c3Q1knb8xYKSj9qZ3lEX2bI8807mgfCt52Q_z_MNYv0xcziVASx3aUJCvCF24A-0RPGnW1tgweEU6PWJqvzchjetb31kJyC6MzG04jrXGeRDEB5XsPOll-nK_mBiFCkSs5U0rWJHm2F2Q0sbLc.MPHtBPAGs8rfaJLepTD1hv4Vu-5GXXCGnoTZt9TiVcY&dib_tag=se&keywords=mechanical+keyboard&qid=1763010471&sr=8-103
"AULA F3032 Wired RGB Backlight Mechanical Gaming Keyboard | 87 Keys Compact, Unique 11 Side Light, 60 Million Keystroke, Detachable Wired Computer Keyboards for Windows PC | Orange + Black, Red Switch",4.0 out of 5 stars,"5,999","2,099",65 %,https://www.amazon.in/AULA-F3032-Backlight-Mechanical-Detachable/dp/B0FK2P3PRW/ref=sr_1_104?dib=eyJ2IjoiMSJ9.6ZjmkuYgMl0bfs6DyZxFdCI1DwgIwHpmX29igjlBlWK1SRtbuYEQBMdaHBJAdMr-sRLEu-LyAfabfHk2DFNbzro52c3Q1knb8xYKSj9qZ3lEX2bI8807mgfCt52Q_z_MNYv0xcziVASx3aUJCvCF24A-0RPGnW1tgweEU6PWJqvzchjetb31kJyC6MzG04jrXGeRDEB5XsPOll-nK_mBiFCkSs5U0rWJHm2F2Q0sbLc.MPHtBPAGs8rfaJLepTD1hv4Vu-5GXXCGnoTZt9TiVcY&dib_tag=se&keywords=mechanical+keyboard&qid=1763010471&sr=8-104
Redragon K552W-RGB 60% Mechanical Gaming Keyboard Compact 87 Key Mechanical Computer Keyboard KUMARA USB Wired Cherry MX Blue Equivalent Switches for Windows PC Gamers (White RGB Backlit),4.4 out of 5 stars,"4,490","2,793",38 %,https://www.amazon.in/Redragon-K552W-RGB-Mechanical-Keyboard-Equivalent/dp/B07D3GB4N3/ref=sr_1_105?dib=eyJ2IjoiMSJ9.6ZjmkuYgMl0bfs6DyZxFdCI1DwgIwHpmX29igjlBlWK1SRtbuYEQBMdaHBJAdMr-sRLEu-LyAfabfHk2DFNbzro52c3Q1knb8xYKSj9qZ3lEX2bI8807mgfCt52Q_z_MNYv0xcziVASx3aUJCvCF24A-0RPGnW1tgweEU6PWJqvzchjetb31kJyC6MzG04jrXGeRDEB5XsPOll-nK_mBiFCkSs5U0rWJHm2F2Q0sbLc.MPHtBPAGs8rfaJLepTD1hv4Vu-5GXXCGnoTZt9TiVcY&dib_tag=se&keywords=mechanical+keyboard&qid=1763010471&sr=8-105
"Keychron Q5 Max Wireless Custom Mechanical Keyboard, 2.4 GHz Bluetooth QMK Full Aluminum 96% Layout RGB with Hot-swappable Gateron Red Switch Compatible with Mac Windows Linux",4.2 out of 5 stars,"76,767","56,767",26 %,https://www.amazon.in/Keychron-Mechanical-Bluetooth-Hot-swappable-Compatible/dp/B0CR7HMFYT/ref=sr_1_106?dib=eyJ2IjoiMSJ9.6ZjmkuYgMl0bfs6DyZxFdCI1DwgIwHpmX29igjlBlWK1SRtbuYEQBMdaHBJAdMr-sRLEu-LyAfabfHk2DFNbzro52c3Q1knb8xYKSj9qZ3lEX2bI8807mgfCt52Q_z_MNYv0xcziVASx3aUJCvCF24A-0RPGnW1tgweEU6PWJqvzchjetb31kJyC6MzG04jrXGeRDEB5XsPOll-nK_mBiFCkSs5U0rWJHm2F2Q0sbLc.MPHtBPAGs8rfaJLepTD1hv4Vu-5GXXCGnoTZt9TiVcY&dib_tag=se&keywords=mechanical+keyboard&qid=1763010471&sr=8-106
"AULA F3287 TKL Tenkeyless Mechanical Wired USB Gaming Keyboard | 8 Different Pre-Set Game Modes Without Numlock Keys (Grey, White)",4.2 out of 5 stars,"6,999","1,899",73 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTM0Mjk4OTUxOTc3NjY3OjE3NjMwMTA0NzE6c3BfbXRmOjMwMDcyNjkyNTExMTAzMjo6MDo6&url=%2FAULA-F3287-Mechanical-Gaming-Keyboard%2Fdp%2FB0BVFTLH8Q%2Fref%3Dsr_1_107_sspa%3Fdib%3DeyJ2IjoiMSJ9.6ZjmkuYgMl0bfs6DyZxFdCI1DwgIwHpmX29igjlBlWK1SRtbuYEQBMdaHBJAdMr-sRLEu-LyAfabfHk2DFNbzro52c3Q1knb8xYKSj9qZ3lEX2bI8807mgfCt52Q_z_MNYv0xcziVASx3aUJCvCF24A-0RPGnW1tgweEU6PWJqvzchjetb31kJyC6MzG04jrXGeRDEB5XsPOll-nK_mBiFCkSs5U0rWJHm2F2Q0sbLc.MPHtBPAGs8rfaJLepTD1hv4Vu-5GXXCGnoTZt9TiVcY%26dib_tag%3Dse%26keywords%3Dmechanical%2Bkeyboard%26qid%3D1763010471%26sr%3D8-107-spons%26aref%3DgfpSjG4lMi%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=gfpSjG4lMi&sp_cr=ZAZ
